Hugo_Symbol,threshold,n_variants,n_predicted_artifact,artifact_fraction,median_rep_error_probability,mean_rep_error_probability
TRNAU1AP,0.75,3,1,0.333333,0.393415,0.463746
TSR2,0.75,3,1,0.333333,0.0,0.327966
TSSK6,0.75,3,1,0.333333,0.0,0.330459
TTLL4,0.75,3,1,0.333333,0.292719,0.376173
TUBD1,0.75,3,1,0.333333,0.292416,0.478298
UBA1,0.75,3,1,0.333333,0.679061,0.538357
UBE2O,0.75,3,1,0.333333,7.6e-05,0.330531
UCKL1,0.75,3,1,0.333333,0.374437,0.501301
UFSP2,0.75,3,1,0.333333,0.015419,0.332311
UGCG,0.75,3,1,0.333333,0.606494,0.650319
USH1C,0.75,3,1,0.333333,4e-06,0.330431
USP16,0.75,3,1,0.333333,0.182142,0.414934
UTP25,0.75,3,1,0.333333,0.391593,0.542191
VAMP7,0.75,3,1,0.333333,0.242606,0.413555
VEGFD,0.75,3,1,0.333333,0.0,0.32166
VMP1,0.75,3,1,0.333333,0.080569,0.357319
VNN1,0.75,3,1,0.333333,0.562366,0.549364
VPS54,0.75,3,1,0.333333,0.000762,0.316814
WAS,0.75,3,1,0.333333,0.560222,0.516358
WDR37,0.75,3,1,0.333333,0.125046,0.372325
WDR49,0.75,3,1,0.333333,0.216582,0.401379
WDR76,0.75,3,1,0.333333,0.666225,0.632268
WEE2,0.75,3,1,0.333333,0.691967,0.72744
WIPF1,0.75,3,1,0.333333,0.26273,0.41682
XPNPEP2,0.75,3,1,0.333333,0.000752,0.329208
XYLT2,0.75,3,1,0.333333,0.660154,0.588466
YARS2,0.75,3,1,0.333333,0.151731,0.381041
Z83844.2,0.75,3,1,0.333333,0.613822,0.589632
ZBTB10,0.75,3,1,0.333333,0.677688,0.556399
ZC3H11A,0.75,3,1,0.333333,0.006251,0.330865
ZCCHC12,0.75,3,1,0.333333,0.206236,0.353793
ZDHHC23,0.75,3,1,0.333333,0.128363,0.350476
ZFAND2B,0.75,3,1,0.333333,0.570062,0.520469
ZGPAT,0.75,3,1,0.333333,0.133209,0.350856
ZIC4,0.75,3,1,0.333333,0.236248,0.408346
ZKSCAN7,0.75,3,1,0.333333,0.491183,0.495359
ZNF18,0.75,3,1,0.333333,3.6e-05,0.330521
ZNF180,0.75,3,1,0.333333,0.162119,0.368097
ZNF189,0.75,3,1,0.333333,0.525969,0.506171
ZNF300,0.75,3,1,0.333333,0.027256,0.323319
ZNF384,0.75,3,1,0.333333,0.614682,0.569954
ZNF430,0.75,3,1,0.333333,0.353685,0.523626
ZNF442,0.75,3,1,0.333333,0.598407,0.700365
ZNF461,0.75,3,1,0.333333,0.363461,0.448579
ZNF527,0.75,3,1,0.333333,0.410653,0.530277
ZNF557,0.75,3,1,0.333333,0.075555,0.355829
ZNF564,0.75,3,1,0.333333,0.737888,0.577337
ZNF583,0.75,3,1,0.333333,0.004634,0.331974
ZNF597,0.75,3,1,0.333333,0.458378,0.483277
ZNF611,0.75,3,1,0.333333,0.337638,0.517432
ZNF619,0.75,3,1,0.333333,0.133879,0.372601
ZNF641,0.75,3,1,0.333333,0.48016,0.590679
ZNF76,0.75,3,1,0.333333,0.654086,0.750706
ZNF787,0.75,3,1,0.333333,0.691011,0.55693
ZRANB3,0.75,3,1,0.333333,0.000972,0.330677
ZSWIM2,0.75,3,1,0.333333,0.442154,0.4794
ZXDA,0.75,3,1,0.333333,0.415557,0.544317
ABCC2,0.75,4,1,0.25,0.428161,0.461509
ACAP1,0.75,4,1,0.25,0.084919,0.290273
ACOT12,0.75,4,1,0.25,0.673763,0.59057
ACOXL,0.75,4,1,0.25,0.384612,0.426321
ADAMTS14,0.75,4,1,0.25,0.0,0.227902
ADD1,0.75,4,1,0.25,0.504198,0.498832
ADGRA2,0.75,4,1,0.25,0.188077,0.332706
ADGRB2,0.75,4,1,0.25,0.165582,0.330634
ADORA1,0.75,4,1,0.25,0.328017,0.413357
ADRA2C,0.75,4,1,0.25,0.0,0.241493
AIPL1,0.75,4,1,0.25,5.2e-05,0.211732
ANAPC4,0.75,4,1,0.25,0.746748,0.585909
ANKIB1,0.75,4,1,0.25,0.07226,0.280874
ANKRD28,0.75,4,1,0.25,0.002057,0.246938
ANKS4B,0.75,4,1,0.25,0.004254,0.250391
AP2A1,0.75,4,1,0.25,0.070998,0.283351
APAF1,0.75,4,1,0.25,0.149749,0.300292
ARHGEF10,0.75,4,1,0.25,0.62466,0.560243
ARHGEF17,0.75,4,1,0.25,0.488076,0.489776
ARID1B,0.75,4,1,0.25,0.333281,0.408874
ARID4A,0.75,4,1,0.25,0.443175,0.462907
ARNT2,0.75,4,1,0.25,0.48336,0.489917
ARSI,0.75,4,1,0.25,0.636794,0.603967
ATP1A3,0.75,4,1,0.25,0.244037,0.368672
BCKDHB,0.75,4,1,0.25,0.032534,0.260508
BDKRB2,0.75,4,1,0.25,0.31372,0.36722
BRINP1,0.75,4,1,0.25,0.160984,0.314065
BTRC,0.75,4,1,0.25,0.0,0.215008
C12orf4,0.75,4,1,0.25,0.30703,0.422908
C16orf70,0.75,4,1,0.25,0.014275,0.213135
C2CD5,0.75,4,1,0.25,0.427261,0.515952
C3orf38,0.75,4,1,0.25,0.002713,0.249196
CALCOCO2,0.75,4,1,0.25,0.301732,0.391529
CAPS2,0.75,4,1,0.25,0.576088,0.588978
CCDC88C,0.75,4,1,0.25,0.266313,0.380361
CCNF,0.75,4,1,0.25,0.126586,0.311262
CD300A,0.75,4,1,0.25,0.481572,0.531036
CD38,0.75,4,1,0.25,0.381572,0.410546
CD93,0.75,4,1,0.25,0.337424,0.412796
CDC42EP4,0.75,4,1,0.25,0.191026,0.318216
CEP55,0.75,4,1,0.25,0.335498,0.41142
CEP57L1,0.75,4,1,0.25,0.004248,0.239924
CETP,0.75,4,1,0.25,0.619856,0.567457
CFHR2,0.75,4,1,0.25,0.392601,0.430069
CHST15,0.75,4,1,0.25,0.015471,0.201554
CLCC1,0.75,4,1,0.25,0.46391,0.481746
CLCN6,0.75,4,1,0.25,0.543994,0.540971
CNKSR2,0.75,4,1,0.25,0.703353,0.557809
COPB1,0.75,4,1,0.25,0.151441,0.323589
CREB3L1,0.75,4,1,0.25,0.022822,0.205908
CSH2,0.75,4,1,0.25,0.215945,0.35585
CSNK1G1,0.75,4,1,0.25,0.158406,0.282984
CSTF1,0.75,4,1,0.25,0.436987,0.509608
CTBP1,0.75,4,1,0.25,0.491144,0.491639
CTSE,0.75,4,1,0.25,0.267771,0.381951
CTSG,0.75,4,1,0.25,0.452204,0.512455
CTSS,0.75,4,1,0.25,0.300993,0.398325
DAB2,0.75,4,1,0.25,0.456862,0.538374
DBF4B,0.75,4,1,0.25,0.449083,0.511562
DCAF5,0.75,4,1,0.25,0.175084,0.333683
DCLRE1B,0.75,4,1,0.25,0.61781,0.558534
DENND4B,0.75,4,1,0.25,0.234627,0.365148
DENND4C,0.75,4,1,0.25,0.081333,0.273683
DRICH1,0.75,4,1,0.25,0.485592,0.567264
DROSHA,0.75,4,1,0.25,0.307193,0.396387
DTX4,0.75,4,1,0.25,0.615005,0.555834
EFTUD2,0.75,4,1,0.25,0.441655,0.462763
EGR3,0.75,4,1,0.25,0.150642,0.323303
ELMOD3,0.75,4,1,0.25,0.631484,0.57846
ENO3,0.75,4,1,0.25,0.437301,0.543751
ENPP6,0.75,4,1,0.25,0.315999,0.466589
EPHX4,0.75,4,1,0.25,0.157063,0.310582
ERICH6,0.75,4,1,0.25,0.506368,0.569119
ERP27,0.75,4,1,0.25,0.429249,0.447364
ESRRB,0.75,4,1,0.25,0.070437,0.28309
ESX1,0.75,4,1,0.25,0.175535,0.333404
FADS3,0.75,4,1,0.25,0.30134,0.397688
FAF1,0.75,4,1,0.25,0.274421,0.37271
FAM13C,0.75,4,1,0.25,0.210385,0.328016
FAM234A,0.75,4,1,0.25,0.312272,0.360096
FGD4,0.75,4,1,0.25,0.333599,0.414659
FGF20,0.75,4,1,0.25,0.059387,0.262039
FKBP8,0.75,4,1,0.25,0.467538,0.464075
FOXR1,0.75,4,1,0.25,0.64385,0.559022
FZD10,0.75,4,1,0.25,0.377405,0.423895
FZD4,0.75,4,1,0.25,0.039131,0.267078
GAB2,0.75,4,1,0.25,0.509359,0.595242
GALNT9,0.75,4,1,0.25,0.171519,0.358021
GAPDHS,0.75,4,1,0.25,0.166652,0.327187
GDF2,0.75,4,1,0.25,0.222008,0.329154
GGTLC1,0.75,4,1,0.25,0.568725,0.588558
GIPC3,0.75,4,1,0.25,0.180781,0.321057
GM2A,0.75,4,1,0.25,0.012628,0.245788
GNAS,0.75,4,1,0.25,0.008622,0.243593
GRHL2,0.75,4,1,0.25,0.390144,0.432534
GTSE1,0.75,4,1,0.25,0.147997,0.316209
GUCY2F,0.75,4,1,0.25,0.651401,0.556735
HIP1R,0.75,4,1,0.25,0.246273,0.35774
HMGCS1,0.75,4,1,0.25,0.455821,0.476431
HP1BP3,0.75,4,1,0.25,0.167341,0.295011
HTR4,0.75,4,1,0.25,0.581201,0.538642
IDO1,0.75,4,1,0.25,0.023289,0.259444
IGHM,0.75,4,1,0.25,0.047076,0.255195
IL22,0.75,4,1,0.25,0.546913,0.492609
INPP1,0.75,4,1,0.25,0.449228,0.454101
INPP5J,0.75,4,1,0.25,0.098969,0.297304
IQGAP3,0.75,4,1,0.25,0.609932,0.652466
ITIH3,0.75,4,1,0.25,0.277585,0.387844
KCNN4,0.75,4,1,0.25,0.258052,0.348281
KCNQ4,0.75,4,1,0.25,0.000161,0.2014
KCNS1,0.75,4,1,0.25,0.004005,0.232663
KIAA1586,0.75,4,1,0.25,0.41408,0.453082
KIRREL3,0.75,4,1,0.25,0.031098,0.209717
KLB,0.75,4,1,0.25,0.246362,0.411843
KLHL4,0.75,4,1,0.25,0.324352,0.399532
KLHL40,0.75,4,1,0.25,0.002248,0.241541
KNG1,0.75,4,1,0.25,0.208329,0.346736
KNSTRN,0.75,4,1,0.25,0.31843,0.404114
KRT20,0.75,4,1,0.25,0.446031,0.464334
KRTAP12-3,0.75,4,1,0.25,0.439172,0.525752
LAS1L,0.75,4,1,0.25,0.470296,0.48788
LBR,0.75,4,1,0.25,0.69202,0.585323
LEFTY1,0.75,4,1,0.25,0.331496,0.411504
LGALS12,0.75,4,1,0.25,0.046693,0.271776
LGI3,0.75,4,1,0.25,0.590486,0.543067
LIMCH1,0.75,4,1,0.25,0.530977,0.509127
LINGO1,0.75,4,1,0.25,0.362088,0.422245
LMX1A,0.75,4,1,0.25,0.123222,0.312266
LONRF2,0.75,4,1,0.25,0.0312,0.223807
LRRC40,0.75,4,1,0.25,0.524106,0.510212
LRRC4C,0.75,4,1,0.25,0.559816,0.525088
MAGED2,0.75,4,1,0.25,0.0,0.241207
MAMLD1,0.75,4,1,0.25,0.001203,0.237637
MAPK7,0.75,4,1,0.25,0.003142,0.231872
MARCHF4,0.75,4,1,0.25,0.001331,0.236092
MATN2,0.75,4,1,0.25,0.066373,0.281009
MBTPS1,0.75,4,1,0.25,0.363575,0.476072
MCM4,0.75,4,1,0.25,0.434688,0.451881
MCRS1,0.75,4,1,0.25,0.319711,0.375569
MGAT2,0.75,4,1,0.25,0.244763,0.311309
MGAT5B,0.75,4,1,0.25,0.056259,0.2355
MIS12,0.75,4,1,0.25,0.114513,0.305132
MLKL,0.75,4,1,0.25,0.648605,0.571846
MMP10,0.75,4,1,0.25,0.389951,0.500651
MMP17,0.75,4,1,0.25,0.443364,0.468844
MPP1,0.75,4,1,0.25,1e-06,0.233442
MPP4,0.75,4,1,0.25,8.3e-05,0.247378
MSLN,0.75,4,1,0.25,0.134764,0.320188
MTMR1,0.75,4,1,0.25,0.04789,0.268481
MTMR7,0.75,4,1,0.25,0.355923,0.425379
MYH10,0.75,4,1,0.25,0.523979,0.527543
MYO7B,0.75,4,1,0.25,0.076507,0.283588
NDUFV1,0.75,4,1,0.25,0.057714,0.276649
NEFL,0.75,4,1,0.25,0.523039,0.502501
NF2,0.75,4,1,0.25,0.302124,0.385913
NIBAN1,0.75,4,1,0.25,0.359838,0.42514
NIT2,0.75,4,1,0.25,0.115941,0.302325
NKAPL,0.75,4,1,0.25,0.108662,0.299724
NMRK2,0.75,4,1,0.25,0.003134,0.249408
NOL4,0.75,4,1,0.25,0.45292,0.513023
NPAT,0.75,4,1,0.25,0.371071,0.458416
NPBWR1,0.75,4,1,0.25,0.303766,0.399599
NPEPPS,0.75,4,1,0.25,0.419534,0.43791
NR2C1,0.75,4,1,0.25,0.386615,0.43198
NUDT21,0.75,4,1,0.25,0.472925,0.484315
NUF2,0.75,4,1,0.25,0.27255,0.384033
OCLN,0.75,4,1,0.25,0.490326,0.542447
OPRM1,0.75,4,1,0.25,0.731846,0.645319
OR10C1,0.75,4,1,0.25,0.618996,0.602703
OR1M1,0.75,4,1,0.25,0.124356,0.304403
OR2C3,0.75,4,1,0.25,0.362155,0.418746
OR4C12,0.75,4,1,0.25,0.624724,0.578376
OR4D6,0.75,4,1,0.25,0.603075,0.606955
OR4K13,0.75,4,1,0.25,0.010446,0.200682
OR51G2,0.75,4,1,0.25,0.419474,0.492483
OR52K2,0.75,4,1,0.25,0.288297,0.373776
OR6F1,0.75,4,1,0.25,0.016147,0.22942
OR8D1,0.75,4,1,0.25,0.194116,0.369539
OR8S1,0.75,4,1,0.25,0.129406,0.312584
OSBPL10,0.75,4,1,0.25,0.135661,0.312282
PARGP1,0.75,4,1,0.25,0.319352,0.401309
PAX8,0.75,4,1,0.25,1.4e-05,0.242621
PCID2,0.75,4,1,0.25,0.522363,0.500378
PDZD3,0.75,4,1,0.25,0.208263,0.332203
PDZD4,0.75,4,1,0.25,0.000254,0.216294
PEG10,0.75,4,1,0.25,0.246536,0.367867
PEX10,0.75,4,1,0.25,0.15693,0.319956
PGPEP1L,0.75,4,1,0.25,0.434577,0.525065
PIAS2,0.75,4,1,0.25,0.387792,0.420262
PLAGL2,0.75,4,1,0.25,0.606161,0.550925
PLEKHA6,0.75,4,1,0.25,0.185341,0.317551
PLEKHG3,0.75,4,1,0.25,0.039466,0.267605
PLEKHS1,0.75,4,1,0.25,0.213572,0.354616
PLXDC1,0.75,4,1,0.25,0.213988,0.354836
PLXNA1,0.75,4,1,0.25,0.388454,0.439806
PNMA3,0.75,4,1,0.25,0.313714,0.403987
POP1,0.75,4,1,0.25,0.492807,0.532685
PPFIBP1,0.75,4,1,0.25,0.566503,0.568865
PPIL2,0.75,4,1,0.25,0.0,0.247842
PRDM13,0.75,4,1,0.25,0.189334,0.338228
PRDM16,0.75,4,1,0.25,0.370951,0.433346
PRKACA,0.75,4,1,0.25,0.111623,0.278006
PRKACG,0.75,4,1,0.25,0.000563,0.248104
PROX2,0.75,4,1,0.25,0.148648,0.322187
PTPN14,0.75,4,1,0.25,0.145678,0.320685
RABGGTA,0.75,4,1,0.25,0.244057,0.364341
RALGPS2,0.75,4,1,0.25,0.149827,0.306032
RAVER1,0.75,4,1,0.25,0.05075,0.258251
RIMS1,0.75,4,1,0.25,0.304551,0.399798
RIOK1,0.75,4,1,0.25,0.425383,0.502383
RNF130,0.75,4,1,0.25,0.1066,0.297711
RPS6KL1,0.75,4,1,0.25,0.080274,0.274762
RSPO1,0.75,4,1,0.25,0.625091,0.617623
RTF2,0.75,4,1,0.25,0.466166,0.480895
RTN2,0.75,4,1,0.25,0.43514,0.502432
RTP1,0.75,4,1,0.25,0.168033,0.329754
SCAF1,0.75,4,1,0.25,0.002158,0.247587
SCTR,0.75,4,1,0.25,0.000207,0.239503
SEMA4B,0.75,4,1,0.25,0.314461,0.390213
SEPHS1,0.75,4,1,0.25,0.253861,0.374794
SEPTIN11,0.75,4,1,0.25,0.603751,0.612636
SERPINA12,0.75,4,1,0.25,7.1e-05,0.247854
SERPINB1,0.75,4,1,0.25,0.643869,0.569782
SERPINC1,0.75,4,1,0.25,0.251191,0.395697
SERTAD2,0.75,4,1,0.25,0.328626,0.38515
SH2D4B,0.75,4,1,0.25,0.030658,0.23433
SH3BP5,0.75,4,1,0.25,0.232925,0.356694
SLC15A1,0.75,4,1,0.25,0.005857,0.212079
SLC18A2,0.75,4,1,0.25,0.574914,0.53508
SLC24A1,0.75,4,1,0.25,0.510368,0.560973
SLC26A11,0.75,4,1,0.25,0.301879,0.381597
SLC32A1,0.75,4,1,0.25,0.616653,0.582592
SLC36A1,0.75,4,1,0.25,0.565473,0.52679
SLC41A1,0.75,4,1,0.25,0.114602,0.302615
SLC5A1,0.75,4,1,0.25,0.505996,0.480822
SLC7A3,0.75,4,1,0.25,7e-05,0.247807
SLC9A6,0.75,4,1,0.25,0.611948,0.551586
SMTN,0.75,4,1,0.25,0.001647,0.226579
SMYD5,0.75,4,1,0.25,0.121962,0.305336
SPACA1,0.75,4,1,0.25,0.270673,0.377103
SSR2,0.75,4,1,0.25,0.274437,0.393985
STAT6,0.75,4,1,0.25,0.428629,0.502879
STK36,0.75,4,1,0.25,0.5227,0.488478
STOML3,0.75,4,1,0.25,0.049552,0.272152
STOX1,0.75,4,1,0.25,0.569963,0.53265
STRN3,0.75,4,1,0.25,0.606036,0.550649
TAF6L,0.75,4,1,0.25,0.317834,0.425664
TAP2,0.75,4,1,0.25,0.326851,0.406618
TARBP1,0.75,4,1,0.25,0.425048,0.461337
TARS3,0.75,4,1,0.25,0.354483,0.424506
TAX1BP1,0.75,4,1,0.25,0.36929,0.432776
TBX21,0.75,4,1,0.25,0.017116,0.256396
TCEA1,0.75,4,1,0.25,0.235432,0.361732
TECPR1,0.75,4,1,0.25,4.1e-05,0.236293
TFCP2L1,0.75,4,1,0.25,9.2e-05,0.20827
TGFBR3,0.75,4,1,0.25,0.322606,0.417625
TM9SF2,0.75,4,1,0.25,0.096579,0.296339
TMEM255B,0.75,4,1,0.25,0.340296,0.408453
TMEM26,0.75,4,1,0.25,4e-06,0.243926
TMEM30A,0.75,4,1,0.25,0.334465,0.410919
TMF1,0.75,4,1,0.25,0.215875,0.351272
TPRG1,0.75,4,1,0.25,0.16046,0.327524
TRIM26,0.75,4,1,0.25,0.205746,0.350556
TRMT1L,0.75,4,1,0.25,0.380339,0.436356
TUBA1A,0.75,4,1,0.25,0.370838,0.51297
TUBB7P,0.75,4,1,0.25,0.07962,0.286877
TUBG1,0.75,4,1,0.25,0.174486,0.320854
TUBGCP5,0.75,4,1,0.25,0.001231,0.224551
ULK1,0.75,4,1,0.25,1.7e-05,0.232721
USP1,0.75,4,1,0.25,0.509652,0.528282
USP6NL,0.75,4,1,0.25,0.302713,0.395032
UTP15,0.75,4,1,0.25,0.563685,0.6099
UVRAG,0.75,4,1,0.25,0.629957,0.60863
VPS39,0.75,4,1,0.25,0.331159,0.430895
WIPI1,0.75,4,1,0.25,0.323535,0.438334
XPNPEP1,0.75,4,1,0.25,0.046982,0.271339
YWHAE,0.75,4,1,0.25,0.436858,0.466334
ZC3H18,0.75,4,1,0.25,0.006383,0.250882
ZC3H3,0.75,4,1,0.25,0.331232,0.413457
ZFR2,0.75,4,1,0.25,0.044673,0.262253
ZFX,0.75,4,1,0.25,0.015735,0.246387
ZKSCAN2,0.75,4,1,0.25,0.519485,0.507832
ZMIZ1,0.75,4,1,0.25,0.001031,0.232167
ZMYND11,0.75,4,1,0.25,0.221271,0.358478
ZNF235,0.75,4,1,0.25,0.312405,0.434383
ZNF283,0.75,4,1,0.25,0.345605,0.417125
ZNF33A,0.75,4,1,0.25,0.559591,0.527632
ZNF341,0.75,4,1,0.25,0.088438,0.291576
ZNF37A,0.75,4,1,0.25,0.128936,0.312334
ZNF443,0.75,4,1,0.25,0.417057,0.456259
ZNF592,0.75,4,1,0.25,0.245807,0.370759
ZNF792,0.75,4,1,0.25,0.189734,0.347825
ZNF883,0.75,4,1,0.25,0.32192,0.391344
ZSCAN10,0.75,4,1,0.25,0.387964,0.460009
A4GALT,0.75,5,1,0.2,0.057377,0.290104
ABCF3,0.75,5,1,0.2,0.000133,0.170856
ACTL8,0.75,5,1,0.2,0.389832,0.397643
ADAMTS5,0.75,5,1,0.2,0.437913,0.433195
AHDC1,0.75,5,1,0.2,0.397194,0.442438
AICDA,0.75,5,1,0.2,0.329174,0.356511
ALDH1A3,0.75,5,1,0.2,0.378372,0.475093
AMHR2,0.75,5,1,0.2,0.303797,0.36745
AOX1,0.75,5,1,0.2,0.452869,0.414741
ARHGEF7,0.75,5,1,0.2,0.0,0.198251
ASB2,0.75,5,1,0.2,0.25773,0.291087
AVPR1B,0.75,5,1,0.2,0.138838,0.268248
BCHE,0.75,5,1,0.2,0.616158,0.642847
BMPER,0.75,5,1,0.2,0.56374,0.54088
C1S,0.75,5,1,0.2,0.567893,0.539965
CABP1,0.75,5,1,0.2,0.392478,0.426649
CDC5L,0.75,5,1,0.2,0.666833,0.549874
CDH15,0.75,5,1,0.2,2e-06,0.193628
CDH19,0.75,5,1,0.2,0.000416,0.200347
CEMIP,0.75,5,1,0.2,0.482902,0.443553
CHML,0.75,5,1,0.2,0.11921,0.356668
CHRNB2,0.75,5,1,0.2,0.393904,0.474257
CNTNAP4,0.75,5,1,0.2,0.035308,0.215551
COL18A1,0.75,5,1,0.2,0.0,0.233665
CORO7,0.75,5,1,0.2,0.408629,0.431277
DDX23,0.75,5,1,0.2,0.256044,0.393357
DNM1P46,0.75,5,1,0.2,1e-06,0.258519
EIF3A,0.75,5,1,0.2,0.53552,0.517837
ENG,0.75,5,1,0.2,1.2e-05,0.206255
EOMES,0.75,5,1,0.2,0.13817,0.337126
ERCC1,0.75,5,1,0.2,0.455042,0.409222
ESYT1,0.75,5,1,0.2,0.186851,0.328526
FBXO43,0.75,5,1,0.2,0.647363,0.542085
FERD3L,0.75,5,1,0.2,0.044183,0.234363
FOSL2,0.75,5,1,0.2,0.003973,0.201527
FTMT,0.75,5,1,0.2,0.539176,0.415974
GABRP,0.75,5,1,0.2,0.672393,0.586742
GAREM1,0.75,5,1,0.2,0.67591,0.660614
GART,0.75,5,1,0.2,0.276151,0.353238
GPAM,0.75,5,1,0.2,0.011388,0.233082
GPR174,0.75,5,1,0.2,0.141264,0.335985
GPR78,0.75,5,1,0.2,0.0,0.192334
GRIN3A,0.75,5,1,0.2,0.000709,0.324822
HECA,0.75,5,1,0.2,0.152651,0.359525
IFT172,0.75,5,1,0.2,0.626482,0.495611
INPP5B,0.75,5,1,0.2,0.206789,0.401203
INSC,0.75,5,1,0.2,0.412682,0.43545
IRF4,0.75,5,1,0.2,0.549369,0.458298
ITIH2,0.75,5,1,0.2,0.353273,0.407614
KANK4,0.75,5,1,0.2,0.484438,0.456797
KCNA10,0.75,5,1,0.2,0.261268,0.360581
KCNH4,0.75,5,1,0.2,0.008013,0.228663
KCNQ1,0.75,5,1,0.2,0.01104,0.211687
KRT37,0.75,5,1,0.2,0.522157,0.645156
LATS2,0.75,5,1,0.2,0.000233,0.328521
LCK,0.75,5,1,0.2,0.562846,0.611206
LRRC3B,0.75,5,1,0.2,0.507296,0.469736
MAGEB18,0.75,5,1,0.2,0.000187,0.198471
MAGEC3,0.75,5,1,0.2,1e-06,0.196401
MAP3K20,0.75,5,1,0.2,2.7e-05,0.192524
MCM2,0.75,5,1,0.2,0.545458,0.504002
MDM1,0.75,5,1,0.2,0.22111,0.408335
MED23,0.75,5,1,0.2,0.002324,0.203566
MLLT6,0.75,5,1,0.2,0.046388,0.30826
MYBPC3,0.75,5,1,0.2,0.002661,0.222198
N4BP3,0.75,5,1,0.2,0.570044,0.416249
NAF1,0.75,5,1,0.2,0.152055,0.276451
NCKAP5,0.75,5,1,0.2,0.280906,0.31491
NEMF,0.75,5,1,0.2,2.6e-05,0.198639
NGF,0.75,5,1,0.2,0.34116,0.379529
NID1,0.75,5,1,0.2,0.515303,0.504365
NOC2L,0.75,5,1,0.2,0.0,0.317123
NPFFR2,0.75,5,1,0.2,0.567848,0.639257
NPHP4,0.75,5,1,0.2,4e-06,0.286686
NR2C2,0.75,5,1,0.2,0.056876,0.302211
NRAS,0.75,5,1,0.2,0.217443,0.362829
NT5C1A,0.75,5,1,0.2,0.000386,0.328763
NXPE4,0.75,5,1,0.2,0.266852,0.366621
OGA,0.75,5,1,0.2,0.375573,0.346432
OR51T1,0.75,5,1,0.2,0.517639,0.419013
OR5AN1,0.75,5,1,0.2,0.457494,0.509552
OTOL1,0.75,5,1,0.2,0.172707,0.38232
OXSM,0.75,5,1,0.2,0.660105,0.644676
P4HTM,0.75,5,1,0.2,2e-06,0.198038
PCMTD2,0.75,5,1,0.2,0.271167,0.353239
PHACTR4,0.75,5,1,0.2,0.437961,0.351624
PIGV,0.75,5,1,0.2,0.632665,0.450241
PIK3R2,0.75,5,1,0.2,0.0,0.194279
PLA2G3,0.75,5,1,0.2,0.082036,0.332976
PLCB3,0.75,5,1,0.2,1e-06,0.174858
PLXND1,0.75,5,1,0.2,1e-06,0.207467
PPP2R5D,0.75,5,1,0.2,0.206914,0.342934
PRPS2,0.75,5,1,0.2,0.0,0.187386
PXN,0.75,5,1,0.2,0.063516,0.323586
RANBP10,0.75,5,1,0.2,0.538416,0.49006
RBMXL1,0.75,5,1,0.2,0.300833,0.356291
REEP2,0.75,5,1,0.2,0.248247,0.416024
RIC1,0.75,5,1,0.2,0.262937,0.381897
RMDN2,0.75,5,1,0.2,0.268272,0.365757
RMND5A,0.75,5,1,0.2,0.002478,0.221118
ROBO2,0.75,5,1,0.2,0.274124,0.42256
SERPINA7,0.75,5,1,0.2,0.0,0.195346
SH3TC1,0.75,5,1,0.2,0.396625,0.41398
SKOR1,0.75,5,1,0.2,0.000383,0.320032
SLAMF6,0.75,5,1,0.2,0.187751,0.329363
SLC35F5,0.75,5,1,0.2,0.001884,0.27527
SLK,0.75,5,1,0.2,0.152322,0.305391
SNAP25,0.75,5,1,0.2,0.275529,0.29597
SOHLH1,0.75,5,1,0.2,0.000574,0.19683
SP2,0.75,5,1,0.2,0.10927,0.324126
SRL,0.75,5,1,0.2,0.000805,0.24406
SYN3,0.75,5,1,0.2,0.14028,0.24247
TACSTD2,0.75,5,1,0.2,0.0,0.210049
TBC1D12,0.75,5,1,0.2,0.0,0.310841
TDRD5,0.75,5,1,0.2,0.201126,0.318174
TEKT5,0.75,5,1,0.2,0.458833,0.503097
TGFBRAP1,0.75,5,1,0.2,0.034503,0.351205
TMEM183B,0.75,5,1,0.2,0.0,0.213332
TNRC6B,0.75,5,1,0.2,0.235983,0.354894
TNS1,0.75,5,1,0.2,0.480092,0.392799
TRPM5,0.75,5,1,0.2,6e-06,0.250024
TUBGCP6,0.75,5,1,0.2,0.071088,0.286538
UGT2B11,0.75,5,1,0.2,0.176736,0.404896
UGT2B15,0.75,5,1,0.2,0.00096,0.326841
UGT3A1,0.75,5,1,0.2,0.616428,0.425746
USP11,0.75,5,1,0.2,0.528888,0.438668
VSIG10,0.75,5,1,0.2,0.026758,0.348127
YEATS2,0.75,5,1,0.2,0.332376,0.405318
ZBTB33,0.75,5,1,0.2,0.458351,0.43259
ZKSCAN4,0.75,5,1,0.2,0.461479,0.45552
ZNF699,0.75,5,1,0.2,0.675143,0.465499
ACTL7B,0.75,6,1,0.166667,0.055992,0.284494
ADGRL3,0.75,6,1,0.166667,0.258561,0.334638
AEBP1,0.75,6,1,0.166667,0.150144,0.328442
ATN1,0.75,6,1,0.166667,0.132742,0.268859
ATP13A4,0.75,6,1,0.166667,0.007002,0.171626
CANT1,0.75,6,1,0.166667,0.035095,0.263948
CD55,0.75,6,1,0.166667,0.152721,0.308182
CLEC14A,0.75,6,1,0.166667,0.132863,0.271639
CNKSR1,0.75,6,1,0.166667,0.087823,0.242222
CNTLN,0.75,6,1,0.166667,0.406671,0.401772
COLQ,0.75,6,1,0.166667,0.200613,0.316393
CRYBG2,0.75,6,1,0.166667,0.101514,0.283597
